Nº Pedido,Cód. Cliente,Nome Cliente,Grupo Cliente,Região,Endereço Completo,Qtde. dos Itens,Peso dos Itens,Latitude,Longitude,Janela de Descarga,Anomalia
3727730,207500,MIX VALI COM.DE PRODUTOS ALIMENTICIOS LT,ASP,Pedreira,"Rua DR.ARTHUR MOREIRA DE ALMEIDA, 384, VILA SAO JOSE, Pedreira",30,580,-22.7476542,-46.8985023,30,false
3727051,191577,COVABRA SUPERMERCADOS LTDA,Covabra,Pedreira,"Rua DR. IVAN MAYA DE VASCONCELOS, 239, Centro, Pedreira",18,345,-22.74194,-46.90139,30,false
3727774,5879,AVÍCOLA SILVA E DIAS LTDA ME,Nenhum,Pedreira,"Rua PROF. OTAVIO ROCHA, 151, Jardim Triunfo, Pedreira",3,58,-22.74194,-46.90139,30,false
3727956,12956,RESTAURANTE ROSA E CUNHA LTDA ME,Nenhum,Peruíbe,"Avenida PADRE ANCHIETA, 1821, Stella Maris, Peruíbe",3,60,-24.32,-46.99833,30,false
3727815,213197,MERCADO SJ LTDA,Nenhum,Peruíbe,"Rua QUARTO, 119, Jardim dos Prados, Peruíbe",20,340,-24.32,-46.99833,30,false
3727775,178568,CHURRASCARIA NONOHAY LTDA ME,Nenhum,Peruíbe,"Avenida SEBASTIÃO SIZENANDO FLORINDO, 16, Jardim Brasil, Peruíbe",20,390,-24.32,-46.99833,30,false
3728205,7067,COMERCIAL PEREIRA DA SILVA LTDA,Pereira,Piedade,"Avenida ANTONIO CORREA DA SILVA, 432, Centro, Piedade",18,350,-23.71194,-47.42778,30,false
3728337,2127,COMERCIAL PEREIRA DA SILVA LTDA.,Pereira,Piedade,"Rua Araújo Leite, 146, Centro, Piedade",12,240,-23.71194,-47.42778,30,false
3727976,12440,SUPERMERCADO NAKAMITSU LTDA,Convém,Piracaia,"Estrada MUNICIPAL MARIA DA CONCEICAO BAPTISTA, 35, CACHOEIRA BAIXO, Piracaia",5,100,-23.05389,-46.35806,30,false
3727772,205234,GILMAR MARQUES DE LIMA ACOUGUE,Nenhum,Piracaia,"Avenida DR ALIPIO FERREIRA, 490, CATIGUA, Piracaia",9,175,-23.05389,-46.35806,30,false
3727975,12447,SUPERMERCADO DO HAKUO LTDA.,Convém,Piracaia,"Avenida DR.ALIPIO FERREIRA, 676, Centro, Piracaia",14,275,-23.0538678,-46.3498227,30,false
3728075,209490,DISTRIBUIÇÃO UNION SA,Coopideal,Piracicaba,"Rua CORCOVADO, 70, Santa Terezinha, Piracicaba",102,2000,-22.6723741,-47.693457,30,false
3727745,211896,CCB RESTAURANTE LTDA,Divino Fogão,Piracicaba,"Avenida LIMEIRA, 722, VILA AREAO, Piracicaba",5,100,-22.72528,-47.64917,30,false
3727901,193347,SAMPAIO & SAMPAIO LTDA - ME,Nenhum,Porto Feliz,"Rua CARLOS GOMES, 73, VILA ANGELICA, Porto Feliz",10,200,-23.2172595,-47.5187883,30,false
3727789,193346,AÇOUGUE DO BALEIA - LTDA,Nenhum,Porto Feliz,"Avenida MONSENHOR SECKLER, 547, Vila Alcala, Porto Feliz",5,100,-23.2131716,-47.5093433,30,false
3728122,10425,SUPERMERCADO IRMÃOS COSTA LTDA,Nenhum,Praia Grande,"Rua ITIBERE DA CUNHA, 159, Samambaia, Praia Grande",18,330,-24.0327245,-46.5256038,30,false
3728400,215300,MERCADO MFM LTDA,Nenhum,Praia Grande,"Rua AURINO PEREIRA BARBOSA, 19528, JARDIM ANHANGUERA, Praia Grande",6,120,-24.00583,-46.40278,30,false
3727941,183982,MARIA ZILEIR CAMPOY ANDRADE 28447996808,Nenhum,Praia Grande,"Rua CORA CORALINA, 195, Anhanguera, Praia Grande",16,320,-24.0199067,-46.4894587,30,false
3728013,161281,JOSÉ ALESSON SILVA DE JESUS MINIMERCADO,Nenhum,Praia Grande,"Avenida São Jorge, 923, Vila Mirim, Praia Grande",10,200,-24.00583,-46.40278,30,false
3727771,202974,TANIA M. CUTOLO LTDA,Nenhum,Praia Grande,"Avenida MARIA CAVALCANTE DA SILVA, 538, Jardim Samambaia, Praia Grande",11,215,-24.00583,-46.40278,30,false
3728242,202067,ROGERIO AURICHIO 27486639858,Nenhum,Praia Grande,"Rua AFONSO CHAVES, 1083, Cidade Ocian, Praia Grande",15,295,-24.00583,-46.40278,30,false
3728023,179074,K.R DE OLIVEIRA ALIMENTOS,Nenhum,Praia Grande,"Rua Ruy Manoel Sampaio Seabra Pereira, 95, Quietude, Praia Grande",13,260,-24.0154988,-46.4797105,30,false
3728430,189705,ALINE SOARES DOS SANTOS SILVA,Nenhum,Praia Grande,"Rua DEZENOVE, 33057, Quietude, Praia Grande",25,490,-24.00583,-46.40278,30,false
3728028,215300,MERCADO MFM LTDA,Nenhum,Praia Grande,"Rua AURINO PEREIRA BARBOSA, 19528, JARDIM ANHANGUERA, Praia Grande",6,120,-24.00583,-46.40278,30,false
3727933,193184,COM.VAREJISTA CARNES AÇOUGUE MAGNIFICA L,Nenhum,Praia Grande,"Rua DO CONHECIMENTO, 1233, Melvi, Praia Grande",7,140,-24.0347778,-46.5302849,30,false
3727654,10728,MARTA TIEMI SAKUGAWA ME,Nenhum,Registro,"Avenida Clara Gianotti de Souza, 560, Centro, Registro",6,120,-24.4960339,-47.846896,30,false
3727814,211573,HD COMERCIO DE ALIMENTOS - LTDA,Nenhum,Registro,"Rua RIO BRANCO, 960, Centro, Registro",10,195,-24.498679,-47.8526184,30,false
3728237,203907,PBC MERCEARIA E CONVENIENCIA LTDA,Nenhum,Registro,"Rua JOSE ANTONIO DE CAMPOS, 536, Centro, Registro",18,310,-20.8179584,-49.3881123,30,false
3728401,194036,SUPERMERCADO FAMILIA LIMA EIRELI,Nenhum,Ribeirão Pires,"Avenida MIRO ATILIO PEDUZZI (4 A DIVISAO), 412, TANQUE CAIO, Ribeirão Pires",10,200,-23.71056,-46.41333,30,false
3728407,199362,SUPERMERCADO FAMILIA LIMA EIRELI,Nenhum,Ribeirão Pires,"Rua PATAGONIA, 580, QUARTA DIVISAO, Ribeirão Pires",5,100,-23.6594892,-46.370775,30,false
3727884,203867,EXAMINE SUPERMERCADOS LTDA,Examine,Rio Claro,"Avenida 68, 356, JD CIDADE AZUL, Rio Claro",71,1395,-22.41139,-47.56139,30,false
3727757,12765,ZELINDA VICENTE DOS SANTOS AÇOUGUE- ME,Nenhum,Rio Grande da Serra,"Rua PREF. CARLOS JOE CARLSON, 40, Centro, Rio Grande da Serra",5,90,-23.74417,-46.39833,30,false
3727756,12155,CASA DE CARNES TIBURCIO DOS SANTOS LTDA,Nenhum,Rio Grande da Serra,"Avenida Jean Lieutaud, 76, Jd. Santa Tereza, Rio Grande da Serra",11,195,-23.74417,-46.39833,30,false
3727821,8670,ASSOCIAÇÃO EDUCAÇÃO HOMEM AMANHÃ  SALTO,Nenhum,Salto,"Rua WINSTON CHURCHIL, 416, Parque Bela Vista, Salto",8,160,-23.20083,-47.28694,30,false
3727859,212533,EXAMINE SUPERMERCADOS LTDA,Examine,Santa Gertrudes,"Rua VEREADOR GUMERCINDO FERNANDES PEREIRA, 1030, JARDIM PARQUE INDUSTRIAL, Santa Gertrudes",28,555,-22.4466094,-47.5455028,30,false
3727928,8304,CASA DE CARNES ALPHAVILLE LTDA EPP,Nenhum,Santana de Parnaíba,"Avenida Yojiro Takaoka, 4492, Alphaville, Santana de Parnaíba",6,120,-23.4678426,-46.8707308,30,false
3727819,214329,LEONARDO ATHANASIO DOS SANTOS MERCADO,Nenhum,Santana de Parnaíba,"Avenida MOACIR DA SILVEIRA, 1035, Jardim Isaura, Santana de Parnaíba",5,100,-23.4802648,-46.8942207,30,false
3727989,214231,BARN FARM COMERCIAL LTDA,Nenhum,Santana de Parnaíba,"Avenida MARTE, 466, Alphaville, Santana de Parnaíba",16,310,-23.4639763,-46.8704233,30,false
3727885,212592,BDML2 COMERCIO LTDA,Nenhum,Santana de Parnaíba,"Rua CAPRICORNIO, 667, Parque Santana, Santana de Parnaíba",15,300,-23.4772118,-46.8925865,30,false
3728046,212593,BDML3 COMERCIO LTDA,Nenhum,Santana de Parnaíba,"Avenida BRASIL, 276, JARDIM SAO LUIS, Santana de Parnaíba",21,420,-23.4438894,-46.9227999,30,false
3728057,214231,BARN FARM COMERCIAL LTDA,Nenhum,Santana de Parnaíba,"Avenida MARTE, 466, Alphaville, Santana de Parnaíba",9,175,-23.4621196,-46.8729998,30,false
3728083,212594,BDML1 COMERCIO LTDA,Nenhum,Santana de Parnaíba,"Avenida MOACIR DA SILVEIRA, 942, Jardim Isaura, Santana de Parnaíba",11,220,-23.4802648,-46.8942207,30,false
3727995,191730,CARNES DEL SUR LTDA,Nenhum,Santana de Parnaíba,"Avenida YOJIRO TAKAOKA, 4350, Alphaville, Santana de Parnaíba",4,80,-23.4678426,-46.8707308,30,false
3727893,209371,SUPERMERCADOS MAMBO LTDA.,Mambo,Santana de Parnaíba,"Avenida YOJIRO TAKAOKA, 4630, ALPHAVILLE - CENTRO DE APOIO I, Santana de Parnaíba",18,350,-0.05833,-51.18167,30,false
3727742,211652,BARAO VILLE COMERCIO DE CARNES LTDA,Nenhum,Santana de Parnaíba,"Avenida MARCOS PENTEADO DE ULHOA RODRIGUES, 3900, TAMBORE, Santana de Parnaíba",4,80,-23.466616,-46.8672164,30,false
3727966,214231,BARN FARM COMERCIAL LTDA,Nenhum,Santana de Parnaíba,"Avenida MARTE, 466, Alphaville, Santana de Parnaíba",13,255,-23.4621196,-46.8729998,30,false
3728169,198484,CASA DE CARNES SÃO LUCAS DE PARNAIBA LTD,Nenhum,Santana de Parnaíba,"Estrada TENENTE MARQUES, 6690, CHACARA DO SOLAR I (FAZENDINHA, Santana de Parnaíba",21,420,-23.4117208,-46.8919652,30,false
3728079,194779,APARECIDO SERAFIM DA SILVA - ME,Nenhum,Santo André,"Rua ROSARIA, 213, Vila Sacadura Cabral, Santo André",8,160,-23.6547393,-46.5561484,30,false
3728364,192537,5M COMERCIO ATACADISTA E VAREJISTA DE AL,Pedreira,Santo André,"Avenida PALMARES, 1000, Vila Palmares, Santo André",15,300,-23.6498196,-46.5614199,30,false
3728208,204352,ANDRE LUIZ BERTOLDO PAVESI,Nenhum,Santo André,"Avenida NACOES, DAS, 1600, PARQUE NOVO ORATORIO, Santo André",5,100,-23.6408129,-46.4989662,30,false
3727843,204270,PEG PESE SUP. IMPORTAÇÃO E EXP. LTDA,Peg Pese,Santo André,"Rua QUATA, S/N, Vila Palmares, Santo André",6,120,-23.6518843,-46.5627201,30,false
3727743,204283,FAZENDA ABC FOOD LTDA,Divino Fogão,Santo André,"Avenida PEREIRA BARRETO, 42, PARAISO, Santo André",5,100,-23.6677389,-46.5334051,30,false
3727738,207501,MIX VALI COM.DE PRODUTOS ALIMENTICIOS LT,ASP,Santo Antônio de Posse,"Rua CYNIRA MARQUES CEZAR, 100, SAO JUDAS TADEU, Santo Antônio de Posse",30,580,-22.6073243,-46.9072778,30,false
3727880,959,CASAS DE MASSAS E DOCES LUIGI LTDA - EPP,Nenhum,Santos,"Rua OSVALDO COCRANE, 60, Embaré, Santos",4,80,-23.96083,-46.33361,30,false
3728422,11053,MINIMERCADO E PADARIA ALMEIDA LTDA ME,Nenhum,Santos,"Rua Flaminio Levy, 11, Saboó, Santos",10,200,-23.9330201,-46.3488733,30,false
3728064,215580,SANCHI INDUSTRIA & LABORATORIO LTDA,Nenhum,Santos,"Rua BENJAMIN CONSTANT, 116, EMBARE, Santos",3,60,-23.9705001,-46.3165928,30,false
3728068,13060,SUPERMERCADO VARANDAS LTDA,Rede Litoral,Santos,"Rua ALEXANDRE MARTINS, 125, Aparecida, Santos",17,340,-23.9747386,-46.3091598,30,false
3727991,204546,PRAIA DIVINA RESTAURANTE LTDA,Divino Fogão,Santos,"Rua ALEXANDRE MARTINS, 80, Aparecida, Santos",10,200,-23.9778305,-46.3087111,30,false
3727716,177927,RESTAURANTE E BAR MACEDO`S LTDA,Nenhum,Santos,"Rua Duque de Caxias, 21, Campo Grande, Santos",19,380,-23.9603504,-46.3381963,30,false
3727993,11939,NEUSA ENI DA COSTA ME,Nenhum,Sete Barras,"Rua Julio Prestes, 1055, Centro, Sete Barras",7,140,-24.3840612,-47.9284094,30,false
3727968,11939,NEUSA ENI DA COSTA ME,Nenhum,Sete Barras,"Rua Julio Prestes, 1055, Centro, Sete Barras",7,140,-24.3840612,-47.9284094,30,false
3727967,195724,DANIELE CRISTINA SILVA PAULA 32047381835,Nenhum,Sete Barras,"Rua HERCULANO RICARDO, 685, JD.APARECIDA, Sete Barras",7,140,-24.38778,-47.92556,30,false
3727996,10713,SUPERMERCADO JC SETE BARRAS LTDA,Nenhum,Sete Barras,"Rua Julio Prestes, 1344, Centro, Sete Barras",31,615,-24.3817887,-47.928544,30,false
3727969,11939,NEUSA ENI DA COSTA ME,Nenhum,Sete Barras,"Rua Julio Prestes, 1055, Centro, Sete Barras",30,600,-24.3840612,-47.9284094,30,false
3727961,214604,IRMÃOS BOA LTDA,Irmãos Boa,Sorocaba,"Rua AVENIDA ANTONIO CARLOS COMITRE, 510, Parque Campolim, Sorocaba",9,175,-23.52819,-47.46832,30,false
3728033,191025,JOSÉ AUGUSTO DA SILVA FRANCO SOROCABA - ,Nenhum,Sorocaba,"Rua BAYARD NOBREGA DE ALMEIDA, 91, JARDIM PRESTES DE BARROS, Sorocaba",5,100,-23.5095349,-47.4311572,30,false
3727936,195254,IRMÃOS BOA LTDA,Irmãos Boa,Sorocaba,"Rua CORONEL NOGUEIRA PADILHA, 2112, VILA HORTENCIA, Sorocaba",14,275,-23.50167,-47.45806,30,false
3728130,192589,CASA DE CARNES VILAMAR - EPP,Nenhum,Sorocaba,"Rua CORONEL NOGUEIRA PADILHA, 1273, VILA HORTENCIA, Sorocaba",25,500,-23.50167,-47.45806,30,false
3728107,803,IRACEMA FERNANDES CARVALHO & CIA. LTDA,Nenhum,Sorocaba,"Praça COMENDADOR NICOLAU SCARPA, 80, Centro, Sorocaba",12,230,-23.4983771,-47.4594771,30,false
3727927,193679,VINICIUS MATHEUS CARLINO ARRUDA,Nenhum,Sorocaba,"Rua DOUTOR AALTINO ARANTES, 1014, JD GUADALUPE, Sorocaba",17,340,-23.50167,-47.45806,30,false
3727965,203911,IKD HORTIFRUTI LTDA,Nenhum,Sorocaba,"Rua BARAO DE TATUI, 1368, JARDIM VERGUEIRO, Sorocaba",7,140,-23.50167,-47.45806,30,false
3728410,197441,ROTISSERIE DIVINO EIRELI,Nenhum,Sorocaba,"Rua DOUTOR LUIZ MENDES DE ALMEIDA, 663, VILA ESPIRITO SANTO, Sorocaba",4,80,-23.50167,-47.45806,30,false
3728358,10387,SANTO COMÉRCIO E IMP.PRODUTOS ALIM.LTDA.,Nenhum,Sorocaba,"Avenida ELIAS MALUF, 1835, Wanel Ville II, Sorocaba",73,1460,-23.50167,-47.45806,30,false
3728019,207236,SENDAS DISTRIBUIDORA S/A,SENDAS,Sorocaba,"Rua MARIA CINTO DE BIAGGI, 164, Jardim Santa Rosalia, Sorocaba",86,1680,-23.4901946,-47.4450244,30,false
3728428,207682,SOLA ALIMENTOS LTDA,Nenhum,Sorocaba,"Rua DOUTOR CAMPOS SALLES, 663, VILA ASSIS, Sorocaba",10,200,-23.50167,-47.45806,30,false
3728352,13729,SANTO COML. E IMPOR. PROD. ALIM. LTDA,Nenhum,Sorocaba,"Rua DOS ALPES, 1.109, Barcelona, Sorocaba",71,1420,-23.50167,-47.45806,30,false
3728060,209494,DISTRIBUIÇÃO UNION SA,Coopideal,Sorocaba,"Avenida RIUSAKU KANIZAWA, 865, Lopes de Oliveira, Sorocaba",52,1035,-23.50167,-47.45806,30,false
3727762,188954,VIA BRASIL SOROCABA LTDA - ME,Nenhum,Sorocaba,"Rua FERNANDO SILVA, 110, Jd Astro, Sorocaba",3,60,-23.50167,-47.45806,30,false
3727817,176764,CIBELE PRESTES GAZOLI DANDREAU CIA LTDA ,Nenhum,Sorocaba,"Avenida ANGÉLICA, 567, Vila Angélica, Sorocaba",5,100,-23.4828323,-47.479987,30,false
3728254,207236,SENDAS DISTRIBUIDORA S/A,SENDAS,Sorocaba,"Rua MARIA CINTO DE BIAGGI, 164, Jardim Santa Rosalia, Sorocaba",10,200,-23.4901946,-47.4450244,30,false
3728016,212931,SENDAS DISTRIBUIDORA S/A,SENDAS,Sorocaba,"Rua SENHORA MARIA APARECIDA PESSUTTI MILLEGO, 250, Parque Campolim, Sorocaba",61,1205,-23.52819,-47.46832,30,false
3727833,201521,RESTAURANTE INDUSTRIAL E.W.EIRELI,Nenhum,Sumaré,"Rua FRANCISCO PENGA, 80, PQ.DAS INDUSTRIAS (NOVA VENEZA, Sumaré",3,60,-22.8161423,-47.2021585,30,false
3728339,213480,MB DE L LEMOS LTDA,Nenhum,Suzano,"Estrada PORTAO HONDA, 2211, Jardim Revista, Suzano",20,400,-23.5190644,-46.294243,30,false
3728311,187600,GILNEY CARDOSO PEREIRA-AÇOUGUE,Nenhum,Suzano,"Rua Edmilson Rodrigues Marcelino, 976, Cidade Miguel Brada, Suzano",8,160,-23.5425,-46.31083,30,false
3728360,213914,ROSELI K. F. PELINCEL,Nenhum,Suzano,"Rua SEBASTIAO MOREIRA, 320, PARQUE PALMEIRAS, Suzano",7,140,-23.5425,-46.31083,30,false
3728359,213909,ROSELI K. F. PELINCEL,Nenhum,Suzano,"Rua MUSSI JORGE ANTONIO, 314, JARDIM AMAZONAS, Suzano",15,300,-23.6483044,-46.3141634,30,false
3727286,203540,SUPERMERCADO CARREFULVIO EIRELI,Nenhum,São Bento do Sapucaí,"Via DE ACESSO ROD.JOAO BAT.FURQUIM, 180, RODEIO, São Bento do Sapucaí",30,600,-22.68889,-45.73083,30,false
3728391,206253,MERCADINHO PIRATININGA DE GENEROS ALIMEN,Piratininga,São Bento do Sapucaí,"Rua BENEDITO PEREIRA GOULART, 282, Centro, São Bento do Sapucaí",21,420,-22.68889,-45.73083,30,false
3728448,206683,CASA DE CARNES E ROTISSERIA SAO CRISTOVA,Nenhum,São Bernardo do Campo,"Rua DJALMA DUTRA, 34, Centro, São Bernardo do Campo",24,480,-23.7037085,-46.5544754,30,false
3728372,201350,5M COMERCIO ATACADISTA E VAREJISTA DE AL,Pedreira,São Bernardo do Campo,"Avenida MARIA SERVIDEI DEMARCHI, 1911, Demarchi, São Bernardo do Campo",10,200,-23.7410206,-46.5549895,30,false
3728379,214054,5M COMERCIO ATACADISTA E VAREJISTA DE AL,Pedreira,São Bernardo do Campo,"Avenida AVENIDA DO TABOAO, 3611, TABOAO, São Bernardo do Campo",6,120,-23.6614734,-46.6050536,30,false
3728377,214799,5M COM. ATACADISTA E VAREJISTA ALIMENTOS,Pedreira,São Bernardo do Campo,"Avenida SENADOR VERGUEIRO, 4527, Rudge Ramos, São Bernardo do Campo",4,80,-23.6588572,-46.567379,30,false
3728362,192430,5M COMERCIO ATACADISTA E VAREJISTA DE AL,Pedreira,São Bernardo do Campo,"Rua ALFERES BONILHA, 90, Centro, São Bernardo do Campo",12,240,-23.7176602,-46.5505855,30,false
3728055,190212,SUPERMERCADO HIROTA LTDA,Hirota,São Bernardo do Campo,"Rua RUA AMÉRICO BRASILIENSE, 526, Centro, São Bernardo do Campo",4,80,-23.7130778,-46.5475538,30,false
3728347,213477,5M COMERCIO ATACADISTA E VAREJISTA DE AL,Pedreira,São Bernardo do Campo,"Avenida CAMINHO DO MAR, 2130, Rudge Ramos, São Bernardo do Campo",6,120,-23.6681902,-46.5678122,30,false
3727918,194774,SENSAÇÃO SERV.REPOSIÇÃO EST.EIRELI EPP,Nenhum,São Bernardo do Campo,"Estrada DOS CAMPONESES (JD ICARAI), 18, DOS FINCO, São Bernardo do Campo",12,230,-23.69389,-46.565,30,false
3728008,211174,AURILEI PRATES SILVA LTDA,Nenhum,São Bernardo do Campo,"Estrada HENRIQUE ROSA, 670, FINCO (JD TUPA), São Bernardo do Campo",12,240,-23.69389,-46.565,30,false
3728182,12119,SUPERMERCADO FLAQUER LTDA.,Arcos,São Bernardo do Campo,"Avenida SENADOR FLAQUER, 862, Vila Euclides, São Bernardo do Campo",24,465,-23.6927638,-46.5586558,30,false
3728351,189767,5M COM.ATAC.E VAREJISTA DE ALIEMNTOS LTD,Pedreira,São Bernardo do Campo,"Avenida HUMBERTO ALENCAR CASTELO BRANCO, 3120, ALVEZ DIAS, São Bernardo do Campo",22,440,-23.69389,-46.565,30,false
3728367,198285,5M COMERCIO ATAC.E VAREJISTA DE ALIM.LTD,Pedreira,São Bernardo do Campo,"Rua EUGENIA SA VITALE, 111, Vila Santa Luzia, São Bernardo do Campo",15,300,-23.6565078,-46.6027136,30,false
3728373,203587,5M COM.ATACADISTA E VAREJ.ALIM.LTDA,Pedreira,São Bernardo do Campo,"Avenida PEREIRA BARRETO, 1095, Vila Baeta Neves , São Bernardo do Campo",8,160,-23.6883817,-46.5483089,30,false
3728395,177846,MERCADINHO SANBELAR LTDA -  ME,Nenhum,São Bernardo do Campo,"Rua Lazara de Oliveira Leite, 371, Vila Jerusalém, São Bernardo do Campo",7,135,-23.69389,-46.565,30,false
3727839,12538,PEG PESE SUP.IMPORTAÇÃO E EXP LTDA,Peg Pese,São Bernardo do Campo,"Avenida DO TABOAO, 3841, Taboão, São Bernardo do Campo",7,140,-23.6477275,-46.5874715,30,false
3728190,215102,PMV GRELHADOS LTDA,Nenhum,São Bernardo do Campo,"Rua ATLANTICA, 230, Jardim do Mar, São Bernardo do Campo",16,320,-23.6910052,-46.5552196,30,false
3728010,191876,PANIFICADORA E CONF.FILIANNA LTDA,Nenhum,São Bernardo do Campo,"Rua MMDC, 546, PAULICEIA, São Bernardo do Campo",10,200,-23.6670062,-46.5876336,30,false
3728151,203738,DAKOTA COMERCIO DE CARNES LTDA,REDE TEXAS,São Bernardo do Campo,"Rua DOS VIANAS, 2781, Baeta Neves, São Bernardo do Campo",10,200,-23.707437,-46.5279233,30,false
3727434,213650,SOBERANA SERVICOS DE REFEICAO E COMERCIO,Nenhum,São Caetano do Sul,"Rua SAO PAULO, 1840, Santa Paula, São Caetano do Sul",3,60,-23.6222179,-46.5634275,30,false
3728333,200029,SPADÃO - DISTR.DE FRIOS E LATICINIOS LTD,Nenhum,São Caetano do Sul,"Alameda CASSAQUERA, 575, Santa Maria, São Caetano do Sul",50,1000,-23.6281114,-46.5537109,30,false
3727807,204310,SEU TEMPERO RESTAURANTE EIRELI,Divino Fogão,São Caetano do Sul,"Alameda TERRACOTA, 545, CERAMICA, São Caetano do Sul",4,80,-23.6268634,-46.5793499,30,false
3727714,193672,PANIFICADORA LINDO PÃO LTDA - EPP,Nenhum,São Caetano do Sul,"Rua VOTORANTIM, 311, Barcelona, São Caetano do Sul",5,100,-23.6191958,-46.5520096,30,false
3727999,203758,ALTO DORO - ALIMENTACAO LTDA,Nenhum,São Caetano do Sul,"Avenida SENADOR ROBERTO SIMONSEN, 1285, CERAMICA, São Caetano do Sul",5,100,-23.6245295,-46.5750235,30,false
3728385,194147,LOOK VALE COMERCIO DE CARNES LTDA,Rede Nobreza,São José dos Campos,"Avenida JOSEFINA POZZI BONDESAN, 303, JARDIM CASTANHEIRA, São José dos Campos",5,100,-23.17944,-45.88694,30,false
3728387,207755,MARIA DAS DORES SILVA RESTAURANTE,Nenhum,São José dos Campos,"Rua SETE LAGOS, 190, CHACARAS REUNIDAS, São José dos Campos",3,60,-23.2541491,-45.9313672,30,false
3728392,1602,COM. PRODS. ALIMENT. PIRATININGA LTDA.,Piratininga,São José dos Campos,"Avenida CASSIOPEIA, 591, Jardim Satelite, São José dos Campos",21,420,-23.2298571,-45.8861203,30,false
3728174,1602,COM. PRODS. ALIMENT. PIRATININGA LTDA.,Piratininga,São José dos Campos,"Avenida CASSIOPEIA, 591, Jardim Satelite, São José dos Campos",6,120,-23.2298571,-45.8861203,30,false
3728085,206576,NUMBER TWO COM. DE ALIMENTOS LTDA,Nenhum,São José dos Campos,"Avenida SAO JOAO, 2555, JARDIM DAS COLINAS, São José dos Campos",9,180,-23.17944,-45.88694,30,false
3727759,204172,CHICKEN & BEER SÃO JOSE DOS CAMPOS LTDA,Nenhum,São José dos Campos,"Avenida JOAO BATISTA DE SOUZA SOARES, 2185, JARDIM AMERICA, São José dos Campos",9,180,-23.250287,-45.9084156,30,false
3728014,192945,YAGO HORTIFRUTI EIRELI - EPP,Rede Sitio Verde,São José dos Campos,"Avenida CASSIANO RICARDO, 401, Pq. Residencial Aquarius, São José dos Campos",11,215,-23.2157301,-45.9094568,30,false
3727914,199306,JARDIM SATELITE HORTIFRUTI LTDA,Rede Sitio Verde,São José dos Campos,"Avenida ANDROMEDA, 2811, Jardim Satelite, São José dos Campos",11,205,-23.219906,-45.8914207,30,false
3728384,194175,MINA VALE COMERCIO DE CARNES LTDA,Rede Nobreza,São José dos Campos,"Rua CARLOS NUNES DE PAULA, 1944, Jardim Colonial, São José dos Campos",9,180,-23.2827613,-45.8936668,30,false
3728383,194149,CENTER VALE COMERCIO DE CARNES LTDA,Rede Nobreza,São José dos Campos,"Avenida ANDROMEDA, 1710, Jardim Satelite, São José dos Campos",7,140,-23.219906,-45.8914207,30,false
3727897,203795,MARCIA REGINA F.NICOLETTI 11585459836,Nenhum,São José dos Campos,"Avenida DOUTOR JOAO BATISTA SOARES DE QUEIROZ JU, 398, JARDIM DAS INDUSTRIAS, São José dos Campos",5,100,-21.48028,-56.13806,30,false
3728175,940,MERCADINHO PIRATININGA LTDA,Piratininga,São José dos Campos,"Rua ITORORÓ, 74, Jd. Paulista, São José dos Campos",8,160,-23.17944,-45.88694,30,false
3726760,1033,GENERAL MOTORS DO BRASIL LTDA,GM,São José dos Campos,"Avenida General Motors, 1959, Distr.Industrial, São José dos Campos",65,1300,-23.17944,-45.88694,30,false
3728426,199344,YAGO HORTIFRUTI LTDA,Rede Sitio Verde,São José dos Campos,"Avenida DOUTOR ADHEMAR DE BARROS, 563, JD.SAO DIMAS, São José dos Campos",6,120,-27.61528,-48.6275,30,false
3728425,199344,YAGO HORTIFRUTI LTDA,Rede Sitio Verde,São José dos Campos,"Avenida DOUTOR ADHEMAR DE BARROS, 563, JD.SAO DIMAS, São José dos Campos",3,54,-27.61528,-48.6275,30,false
3728382,194776,FREE VALE COM.CARNES DERIVADOS LTDA,Rede Nobreza,São José dos Campos,"Avenida SANTOS DUMONT, 54, Jardim Paulista, São José dos Campos",6,120,-23.1905011,-45.874648,30,false
3728398,940,MERCADINHO PIRATININGA LTDA,Piratininga,São José dos Campos,"Rua ITORORÓ, 74, Jd. Paulista, São José dos Campos",24,470,-23.17944,-45.88694,30,false
3727788,11559,GARDINI & GARDINI MERCEARIA E EMPORIO LT,Nenhum,São Paulo - Aclimação,"Avenida ARMANDO FERRENTINI, 406, Aclimação, São Paulo",14,280,-23.5746722,-46.6351096,30,false
3728429,202241,CARLOS VALENÇA DO NSACIMENTO,Nenhum,São Paulo - Agua Branca,"Rua DUILIO, 636, Agua Branca, São Paulo",4,80,-23.5254777,-46.6931616,30,false
3727754,209632,BRASEIRO DO SUL SHOPPING LTDA,Nenhum,São Paulo - Agua Branca,"Rua BARAO DE TEFE, 79, Agua Branca, São Paulo",5,100,-23.2476,-47.63168,30,false
3728220,213609,ESTRELA DE PORTUGAL CAFETERIA E DOCERIA ,Nenhum,São Paulo - BRAS,"Rua ELIZA WHITAKER, 119, BRAS, São Paulo",3,60,-23.5359001,-46.6210442,30,false
3728419,212251,BAR E RESTAURANTE PEDROZO & RIBEIRO & DU,Nenhum,São Paulo - BRAS,"Rua BARAO DE LADARIO, 312, BRAS, São Paulo",5,100,-23.5393113,-46.6190086,30,false
